loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,start_date,end_date,status,name,gender,date_of_birth,age,marital_status,education_level,occupation,income,region,join_date,email,phone,score,risk_level,default
122,410,Car,61955195.73,11.96,36,2024-12-05,2027-11-20,Approved,Yin Zaw,Other,1995-03-09,30,Widowed,High School,Government Employee,1464595.96,Mandalay,2022-05-06,yin.zaw@gmail.com,959379304044,542,High,0
123,411,Education,25405254.44,9.19,12,2017-01-28,2018-01-23,Approved,Yan Myint,Male,1977-04-09,48,Divorced,PhD,Tour Guide,426074.71,Mawlamyine,2016-03-05,yan.myint@gmail.com,959149648092,473,High,0
124,415,Home,92890994.76,12.54,12,2022-12-23,2023-12-18,Approved,May Hlaing,Female,1975-10-31,50,Married,PhD,Driver,4785929.02,Mandalay,2020-09-23,may.hlaing@gmail.com,959516427169,563,High,0
125,419,Car,88030317.8,10.67,36,2023-07-15,2026-06-29,Paid,Yan Zaw,Male,1972-05-11,53,Widowed,Bachelor,Bank Employee,3887153.42,Mandalay,2022-06-03,yan.zaw@gmail.com,959862932335,649,Medium,0
126,420,Education,11144321.58,11.25,120,2024-09-23,2034-08-02,Paid,Yin Kyaw,Female,1963-12-29,62,Single,Middle School,Teacher,4645750.45,Mandalay,2023-12-28,yin.kyaw@gmail.com,959769918173,807,Low,0
127,424,Car,96754525.58,12.89,36,2024-10-18,2027-10-03,Rejected,Hla Htun,Other,1965-04-09,60,Divorced,PhD,Doctor,1578308.8,Mandalay,2017-10-24,hla.htun@gmail.com,959321765446,475,High,0
128,426,Business,28238438.56,14.05,24,2024-11-28,2026-11-18,Approved,Khin Zaw,Other,2000-05-09,25,Married,High School,Teacher,4503061.57,Mandalay,2024-10-31,khin.zaw@gmail.com,959369742273,527,High,0
129,429,Business,93539381.56,14.36,36,2025-01-08,2027-12-24,Approved,Myo Kyaw,Male,1996-01-01,29,Widowed,Master,Engineer,1574912.4,Mandalay,2023-05-14,myo.kyaw@gmail.com,959816110683,734,Low,0
130,433,Personal,7202425.57,9.43,12,2023-10-26,2024-10-20,Approved,Win Zaw,Male,1946-10-06,79,Widowed,PhD,Business Owner,3742577.68,Pathein,2023-01-12,win.zaw@gmail.com,959849808102,741,Low,0
131,434,Business,43331574.51,10.83,12,2021-07-03,2022-06-28,Paid,Htun Htun,Male,1965-04-26,60,Widowed,Primary,Business Owner,2845262.44,Yangon,2019-08-09,htun.htun@gmail.com,959245341944,821,Low,0
132,436,Home,59286927.66,12.87,36,2019-01-15,2021-12-30,Rejected,Phyu Htun,Female,1996-04-13,29,Married,Master,Merchant,737225.2,Bago,2018-05-07,phyu.htun@gmail.com,959300208609,561,High,0
133,437,Personal,96494176.51,13.93,12,2025-02-06,2026-02-01,Approved,Yin Zaw,Other,1978-02-16,47,Widowed,Master,Teacher,3029621.95,Pathein,2022-07-21,yin.zaw@gmail.com,959509047387,797,Low,0
134,442,Car,36625191.7,11.13,120,2016-08-10,2026-06-19,Approved,Thandar Lin,Female,1954-06-22,71,Divorced,PhD,Teacher,724978.17,Mawlamyine,2015-11-21,thandar.lin@gmail.com,959254161251,670,Medium,0
135,453,Business,16580618.84,13.57,12,2023-04-17,2024-04-11,Approved,Yan Htun,Male,1980-07-22,45,Widowed,PhD,Tour Guide,1987826.92,Pathein,2016-07-02,yan.htun@gmail.com,959343273168,743,Low,0
136,456,Car,9423805.24,8.67,60,2025-01-10,2029-12-15,Rejected,Htun Win,Male,1999-09-14,26,Married,Master,Business Owner,1552676.91,Yangon,2024-11-27,htun.win@gmail.com,959561383974,416,High,0
137,459,Home,97445430.72,12.74,60,2021-04-24,2026-03-29,Rejected,Khin Myint,Other,1998-09-04,27,Married,PhD,Driver,2847985.63,Naypyidaw,2018-10-06,khin.myint@gmail.com,959933162182,718,Low,0
138,462,Education,31862083.93,12.22,24,2023-09-18,2025-09-07,Approved,Su Htun,Female,2006-04-15,19,Married,Bachelor,Tour Guide,4610953.49,Mandalay,2023-04-29,su.htun@gmail.com,959120366817,550,High,0
139,464,Car,33215146.73,10.68,12,2023-06-22,2024-06-16,Approved,Thandar Zaw,Female,1945-12-31,80,Married,Middle School,Tour Guide,4758859.6,Myitkyina,2017-07-16,thandar.zaw@gmail.com,959811068239,412,High,0
140,467,Personal,87365819.03,13.72,60,2024-05-23,2029-04-27,Approved,Nu Htun,Female,1951-09-10,74,Married,Bachelor,Engineer,4628879.62,Sittwe,2021-04-18,nu.htun@gmail.com,959278470701,757,Low,0
141,472,Home,87586069.48,13.29,24,2024-10-20,2026-10-10,Paid,Phyu Moe,Female,1966-06-10,59,Divorced,Bachelor,Doctor,776714.23,Myitkyina,2023-10-13,phyu.moe@gmail.com,959178621571,734,Low,0
142,474,Business,82365992.76,11.21,60,2024-12-23,2029-11-27,Approved,Hla Win,Female,1974-01-15,51,Divorced,Middle School,Doctor,1056251.13,Mandalay,2024-08-21,hla.win@gmail.com,959226900725,655,Medium,0
143,486,Home,57419566.68,14.35,60,2021-04-27,2026-04-01,Approved,Su Hlaing,Female,1961-01-24,64,Married,Primary,Driver,1112531.17,Naypyidaw,2018-11-09,su.hlaing@gmail.com,959567251736,579,High,0
144,487,Home,32862694.06,14.62,120,2021-04-17,2031-02-24,Paid,Kyaw Oo,Male,1958-01-02,67,Single,Diploma,Teacher,4944915.7,Monywa,2017-02-24,kyaw.oo@gmail.com,959270686825,669,Medium,0
145,491,Business,35551668.62,8.02,12,2024-11-05,2025-10-31,Approved,Nu Win,Other,2004-04-05,21,Single,Bachelor,Teacher,3993004.46,Pathein,2022-11-29,nu.win@gmail.com,959366268363,834,Low,0
146,492,Education,47165545.49,9.23,60,2016-12-04,2021-11-08,Paid,Yin Aung,Female,1967-01-25,58,Widowed,Master,Driver,2988509.23,Myitkyina,2016-10-24,yin.aung@gmail.com,959418238879,850,Low,0
147,499,Home,13613904.06,10.11,60,2024-09-22,2029-08-27,Approved,Yan Myint,Male,1984-03-06,41,Single,Middle School,Business Owner,4413348.61,Bago,2024-07-10,yan.myint@gmail.com,959948690502,544,High,0
148,501,Education,83166674.42,12.09,24,2022-12-08,2024-11-27,Approved,Phyu Hlaing,Female,2004-11-12,21,Widowed,Master,Teacher,3501519.49,Bago,2016-07-19,phyu.hlaing@gmail.com,959798786315,468,High,0
149,505,Personal,15230044.56,10.07,24,2024-07-06,2026-06-26,Approved,Su Htun,Other,2004-04-11,21,Widowed,Middle School,Bank Employee,1114043.09,Yangon,2023-12-03,su.htun@gmail.com,959949452619,507,High,0
150,510,Car,11245666.09,14.31,12,2024-01-03,2024-12-28,Paid,Thandar Zaw,Female,1972-07-31,53,Divorced,High School,Bank Employee,3642140.75,Mawlamyine,2023-01-24,thandar.zaw@gmail.com,959594715773,743,Low,0
151,512,Business,84665828.14,9.13,60,2019-12-12,2024-11-15,Defaulted,Khin Htun,Other,1997-11-06,28,Widowed,High School,Merchant,4562484.34,Monywa,2017-09-11,khin.htun@gmail.com,959594819757,806,Low,1
152,515,Education,49879728.93,14.84,12,2023-08-04,2024-07-29,Paid,Min Win,Male,1995-07-27,30,Widowed,Middle School,Tour Guide,1515663.7,Pathein,2021-12-25,min.win@gmail.com,959482678589,796,Low,0
153,519,Car,21713033.28,14.6,120,2023-11-07,2033-09-15,Defaulted,Thandar Moe,Other,1965-01-05,60,Single,PhD,Government Employee,945616.72,Bago,2021-03-29,thandar.moe@gmail.com,959699638857,399,High,1
154,520,Car,3081291.87,8.47,12,2024-12-02,2025-11-27,Approved,Yin Myint,Female,1984-07-25,41,Widowed,Middle School,Engineer,4353251.53,Naypyidaw,2022-02-28,yin.myint@gmail.com,959511097307,750,Low,0
155,521,Personal,61746035.06,10.51,36,2020-02-16,2023-01-31,Approved,Win Zaw,Male,1955-02-25,70,Married,High School,Bank Employee,572663.86,Myitkyina,2016-08-25,win.zaw@gmail.com,959443656067,694,Medium,0
156,525,Business,98877563.45,8.29,12,2023-12-09,2024-12-03,Approved,Nilar Kyaw,Other,1994-03-27,31,Divorced,High School,Government Employee,782728.65,Pathein,2022-04-22,nilar.kyaw@gmail.com,959329916410,696,Medium,0
157,526,Car,98932711.01,9.81,24,2024-04-02,2026-03-23,Approved,Thandar Oo,Other,1974-03-14,51,Single,PhD,Farmer,1701550.59,Mawlamyine,2021-04-20,thandar.oo@gmail.com,959422681397,827,Low,0
158,527,Business,47170204.17,8.13,36,2015-11-26,2018-11-10,Approved,Thet Myint,Female,1987-07-04,38,Divorced,Diploma,Bank Employee,4978720.33,Taunggyi,2015-09-23,thet.myint@gmail.com,959188724136,553,High,0
159,528,Education,56116569.17,8.57,120,2023-06-10,2033-04-18,Approved,May Kyaw,Female,2007-01-25,18,Married,PhD,Doctor,389886.25,Bago,2016-09-11,may.kyaw@gmail.com,959849497597,829,Low,0
160,529,Car,61150746.26,10.94,24,2020-04-16,2022-04-06,Approved,Khin Kyaw,Other,1950-03-08,75,Single,Bachelor,Fisherman,1094228.29,Taunggyi,2017-05-24,khin.kyaw@gmail.com,959926662974,842,Low,0
161,531,Car,22652912.04,9.28,120,2015-10-14,2025-08-22,Approved,Zaw Htun,Male,1975-05-25,50,Single,Master,Teacher,2258845.16,Monywa,2015-06-30,zaw.htun@gmail.com,959667494341,376,High,0
162,533,Home,13049334.11,8.27,36,2024-02-28,2027-02-12,Approved,Yin Win,Female,2002-01-17,23,Divorced,Bachelor,Construction Worker,3593413.83,Monywa,2023-12-26,yin.win@gmail.com,959958828108,597,High,0
163,534,Education,17595669.82,12.37,12,2024-10-24,2025-10-19,Approved,Yan Myint,Male,1951-10-09,74,Single,High School,Teacher,3988372.31,Myitkyina,2022-11-26,yan.myint@gmail.com,959774700736,808,Low,0
164,536,Car,18348600.06,13.68,60,2024-03-08,2029-02-10,Approved,Yin Aung,Other,1969-10-14,56,Married,Primary,Fisherman,2632867.15,Bago,2023-02-15,yin.aung@gmail.com,959328337601,543,High,0
165,537,Car,84627229.78,13.54,36,2024-07-15,2027-06-30,Approved,Phyu Zaw,Other,1956-09-04,69,Married,Primary,Farmer,3456675.72,Mandalay,2017-09-02,phyu.zaw@gmail.com,959935956251,722,Low,0
166,543,Car,36959438.08,14.16,60,2024-12-26,2029-11-30,Approved,Yin Lin,Female,1957-07-12,68,Widowed,Master,Government Employee,831365.81,Yangon,2021-03-17,yin.lin@gmail.com,959634260784,774,Low,0
167,548,Home,51281016.7,8.49,24,2022-07-10,2024-06-29,Approved,Thura Kyaw,Male,2006-06-23,19,Widowed,High School,Bank Employee,3478589.17,Monywa,2022-04-22,thura.kyaw@gmail.com,959500437977,725,Low,0
168,550,Car,8140988.89,12.02,24,2022-02-23,2024-02-13,Rejected,Phyu Oo,Female,1973-02-09,52,Single,PhD,Driver,1806978.93,Taunggyi,2021-01-21,phyu.oo@gmail.com,959808462402,826,Low,0
169,555,Personal,92424948.72,10.87,36,2025-04-10,2028-03-25,Approved,May Htun,Female,1980-03-06,45,Married,PhD,Driver,1860271.34,Sittwe,2024-03-11,may.htun@gmail.com,959231508630,727,Low,0
170,559,Home,33429010.04,8.27,60,2022-02-21,2027-01-26,Paid,Min Myint,Male,1988-02-20,37,Married,Middle School,Teacher,4672016.42,Monywa,2021-07-31,min.myint@gmail.com,959146232731,774,Low,0
171,568,Home,18764018.98,9.69,60,2023-01-15,2027-12-20,Approved,Hla Zaw,Other,1956-12-01,69,Widowed,Bachelor,Construction Worker,4730566.16,Monywa,2017-11-29,hla.zaw@gmail.com,959611422324,819,Low,0
172,569,Personal,50838801.92,9.77,120,2020-11-05,2030-09-14,Approved,Thet Aung,Other,1953-11-27,72,Widowed,PhD,Farmer,2756830.94,Yangon,2020-05-30,thet.aung@gmail.com,959434678230,616,Medium,0
173,573,Car,79927573.4,9.75,60,2024-02-19,2029-01-23,Paid,Thet Moe,Other,1965-08-01,60,Married,Bachelor,Tour Guide,1651901.68,Yangon,2023-09-05,thet.moe@gmail.com,959795182175,541,High,0
174,577,Personal,32537400.37,10.9,24,2024-04-04,2026-03-25,Defaulted,Khin Win,Female,1963-07-05,62,Married,Middle School,Tour Guide,2715080.21,Monywa,2022-05-19,khin.win@gmail.com,959792573705,754,Low,1
175,582,Business,61550355.71,10.93,36,2021-09-24,2024-09-08,Approved,Thura Hlaing,Male,1963-05-15,62,Widowed,Primary,Engineer,1339630.98,Bago,2020-12-20,thura.hlaing@gmail.com,959956653743,402,High,0
176,585,Education,36217288.25,14.17,36,2024-12-23,2027-12-08,Defaulted,Nu Myint,Other,1970-01-03,55,Married,Primary,Bank Employee,4462602.75,Monywa,2022-10-29,nu.myint@gmail.com,959820156229,351,High,1
177,587,Home,1224417.3,10.22,12,2021-01-01,2021-12-27,Rejected,Thet Lin,Other,1974-01-21,51,Widowed,Primary,Merchant,4521923.56,Bago,2018-04-18,thet.lin@gmail.com,959263846772,819,Low,0
178,595,Education,44187141.58,9.16,12,2023-02-10,2024-02-05,Approved,Phyu Moe,Female,1952-10-01,73,Widowed,PhD,Bank Employee,444850.01,Naypyidaw,2019-12-05,phyu.moe@gmail.com,959104716312,800,Low,0
179,599,Business,88771931.54,9.25,24,2024-11-18,2026-11-08,Approved,Thura Hlaing,Male,2000-08-06,25,Married,Middle School,Government Employee,1337703.46,Mawlamyine,2024-08-17,thura.hlaing@gmail.com,959174506307,695,Medium,0
180,605,Home,88664197.6,10.86,60,2021-08-11,2026-07-16,Approved,Myo Kyaw,Male,1989-03-20,36,Married,Master,Tour Guide,3311941.16,Mawlamyine,2016-08-13,myo.kyaw@gmail.com,959736956686,324,High,0
181,609,Car,29260113.68,9.32,120,2018-05-27,2028-04-04,Approved,Yan Htun,Male,1969-03-03,56,Widowed,PhD,Construction Worker,1299975.23,Yangon,2016-06-27,yan.htun@gmail.com,959551981010,474,High,0
182,617,Business,27419812.09,11.49,12,2023-01-04,2023-12-30,Paid,Khin Moe,Other,2001-05-30,24,Widowed,High School,Construction Worker,3370681.77,Mandalay,2022-07-25,khin.moe@gmail.com,959806082302,621,Medium,0
183,618,Personal,60164938.5,11.56,12,2024-03-09,2025-03-04,Approved,Thandar Moe,Other,1970-09-09,55,Married,Bachelor,Doctor,1958620.64,Taunggyi,2024-02-01,thandar.moe@gmail.com,959731081288,600,High,0
184,619,Car,51637655.19,14.76,12,2023-03-05,2024-02-28,Paid,Phyu Myint,Female,1944-08-24,81,Single,Bachelor,Government Employee,2367523.89,Bago,2018-07-14,phyu.myint@gmail.com,959613850567,607,Medium,0
185,629,Personal,29045142.95,11.25,12,2021-11-13,2022-11-08,Approved,Kyaw Hlaing,Male,1972-10-09,53,Widowed,PhD,Government Employee,3145901.78,Naypyidaw,2021-10-31,kyaw.hlaing@gmail.com,959971748038,668,Medium,0
186,634,Home,67124255.15,13.22,36,2024-10-18,2027-10-03,Approved,Min Myint,Male,1996-03-14,29,Widowed,High School,Business Owner,325706.43,Yangon,2024-05-07,min.myint@gmail.com,959362464612,320,High,0
187,635,Home,12402417.7,14.38,36,2020-09-22,2023-09-07,Paid,Thet Win,Other,1965-12-07,60,Single,Diploma,Bank Employee,1265467.87,Taunggyi,2015-11-05,thet.win@gmail.com,959648830015,638,Medium,0
188,638,Education,2669762.46,10.95,60,2020-05-22,2025-04-26,Approved,Thura Hlaing,Male,1955-10-23,70,Widowed,Middle School,Engineer,2927741,Myitkyina,2020-03-14,thura.hlaing@gmail.com,959160339365,355,High,0
189,639,Car,1568388.62,8.85,24,2024-08-10,2026-07-31,Approved,Thandar Myint,Female,1989-12-10,36,Divorced,PhD,Tour Guide,2171209.83,Naypyidaw,2023-06-28,thandar.myint@gmail.com,959354178241,708,Low,0
190,644,Personal,17154746.74,13.62,36,2025-04-10,2028-03-25,Approved,Yin Moe,Other,2004-10-20,21,Divorced,Master,Construction Worker,570076.26,Naypyidaw,2025-04-06,yin.moe@gmail.com,959191698993,790,Low,0
191,648,Personal,7839185.96,10.18,60,2020-01-17,2024-12-21,Rejected,Nu Kyaw,Female,1985-11-29,40,Single,Master,Tour Guide,622500.71,Mandalay,2018-04-08,nu.kyaw@gmail.com,959139682844,359,High,0
192,654,Personal,65337509.23,12.29,36,2021-09-24,2024-09-08,Approved,Nilar Kyaw,Other,1955-06-12,70,Divorced,Diploma,Engineer,2727569.82,Yangon,2017-06-29,nilar.kyaw@gmail.com,959389501311,726,Low,0
193,660,Home,68811641.63,12.99,60,2023-03-01,2028-02-03,Approved,Su Lin,Other,2006-11-15,19,Divorced,Bachelor,Engineer,2613999.78,Sittwe,2017-08-23,su.lin@gmail.com,959549265554,656,Medium,0
194,661,Home,46748019.72,14.27,60,2018-12-01,2023-11-05,Approved,Phyu Oo,Female,2004-06-26,21,Divorced,Diploma,Business Owner,3825796.11,Naypyidaw,2017-08-03,phyu.oo@gmail.com,959673659229,431,High,0
195,668,Home,69311075.63,11.24,120,2022-09-06,2032-07-15,Approved,Nilar Win,Other,1953-08-21,72,Divorced,PhD,Business Owner,2910098.22,Monywa,2017-01-15,nilar.win@gmail.com,959503400895,633,Medium,0
196,671,Education,33219621.39,12.86,120,2023-05-04,2033-03-12,Approved,Su Moe,Other,2003-05-29,22,Single,Master,Government Employee,582170.98,Mawlamyine,2018-10-26,su.moe@gmail.com,959436193778,641,Medium,0
197,680,Business,84641147.86,8.22,60,2024-02-19,2029-01-23,Approved,Win Hlaing,Male,2004-08-21,21,Single,Primary,Doctor,2762719.12,Mandalay,2023-03-11,win.hlaing@gmail.com,959717376180,836,Low,0
198,683,Education,16780130.69,9.95,36,2024-01-03,2026-12-18,Approved,Aung Htun,Male,1973-09-11,52,Divorced,PhD,Engineer,4361933.37,Myitkyina,2022-10-18,aung.htun@gmail.com,959366783994,436,High,0
199,684,Business,2674468.1,11.51,36,2023-01-13,2025-12-28,Approved,Thandar Hlaing,Other,1970-01-12,55,Widowed,Middle School,Tour Guide,2834651.57,Sittwe,2019-11-21,thandar.hlaing@gmail.com,959190007434,415,High,0
200,686,Car,22225749.57,14.05,36,2022-07-07,2025-06-21,Approved,Phyu Hlaing,Female,1963-03-01,62,Married,PhD,Teacher,2376743.44,Taunggyi,2016-10-05,phyu.hlaing@gmail.com,959812075282,624,Medium,0
201,690,Car,92545097.23,14.9,120,2025-01-03,2034-11-12,Approved,Nilar Moe,Female,1996-06-22,29,Widowed,Diploma,Business Owner,1067366.63,Monywa,2024-10-01,nilar.moe@gmail.com,959829536542,548,High,0
202,693,Home,54951381.86,10.49,24,2021-02-18,2023-02-08,Approved,Min Win,Male,1961-06-16,64,Widowed,Bachelor,Driver,1579030.41,Sittwe,2020-10-19,min.win@gmail.com,959402600750,790,Low,0
203,696,Personal,89318731.77,14.1,60,2019-04-17,2024-03-21,Paid,Zaw Oo,Male,1945-03-04,80,Single,Diploma,Business Owner,1906990.41,Mawlamyine,2019-03-24,zaw.oo@gmail.com,959431979837,343,High,0
204,702,Car,87203388.14,8.03,36,2024-01-21,2027-01-05,Approved,Su Kyaw,Female,1957-10-01,68,Single,Middle School,Bank Employee,2340559.76,Yangon,2019-11-24,su.kyaw@gmail.com,959922680442,412,High,0
205,706,Business,85365614.15,9.04,36,2025-03-21,2028-03-05,Approved,Htun Lin,Male,1996-01-06,29,Married,High School,Fisherman,4006240.58,Taunggyi,2023-11-11,htun.lin@gmail.com,959497869236,779,Low,0
206,707,Business,14168961.07,8.13,24,2024-02-27,2026-02-16,Approved,Nilar Htun,Female,1988-09-28,37,Widowed,High School,Tour Guide,933241.22,Yangon,2022-02-10,nilar.htun@gmail.com,959198812798,794,Low,0
207,711,Business,49603765.44,10.46,120,2021-11-18,2031-09-27,Paid,Phyu Htun,Female,1998-12-07,27,Widowed,Master,Government Employee,4449782.15,Sittwe,2018-02-04,phyu.htun@gmail.com,959517225805,781,Low,0
208,713,Education,37172637.23,9.48,12,2021-02-15,2022-02-10,Approved,Nilar Hlaing,Female,1978-01-20,47,Widowed,PhD,Fisherman,1024418.12,Mawlamyine,2021-01-24,nilar.hlaing@gmail.com,959198528828,843,Low,0
209,714,Education,51541305.3,9.23,60,2024-08-12,2029-07-17,Approved,Yin Zaw,Female,1951-06-05,74,Single,Primary,Fisherman,3396787.84,Yangon,2024-04-03,yin.zaw@gmail.com,959589291460,703,Low,0
210,716,Home,64727963.55,8.22,36,2022-10-08,2025-09-22,Approved,Yin Lin,Other,2003-08-15,22,Divorced,Primary,Engineer,1337397.09,Mandalay,2019-10-14,yin.lin@gmail.com,959547513130,569,High,0
211,717,Business,53289916.27,13.03,60,2023-10-03,2028-09-06,Approved,Kyaw Lin,Male,1984-10-11,41,Single,Diploma,Bank Employee,585290.88,Pathein,2016-05-25,kyaw.lin@gmail.com,959797792001,560,High,0
212,718,Education,8368096.48,9.74,120,2024-11-21,2034-09-30,Paid,Yin Zaw,Other,1947-06-15,78,Single,PhD,Construction Worker,1549333.48,Yangon,2020-12-10,yin.zaw@gmail.com,959415658015,494,High,0
213,719,Home,56697392.45,11.17,24,2023-12-10,2025-11-29,Approved,Hla Aung,Other,1951-03-21,74,Single,Middle School,Fisherman,756460.48,Bago,2019-01-08,hla.aung@gmail.com,959722167931,555,High,0
214,722,Personal,47105377.71,13.79,12,2021-11-20,2022-11-15,Approved,Yin Win,Other,2000-11-03,25,Married,PhD,Government Employee,2884837.69,Pathein,2018-02-07,yin.win@gmail.com,959252062175,349,High,0
215,724,Education,45610222.6,8.86,24,2021-03-27,2023-03-17,Paid,Yin Moe,Female,1948-08-22,77,Divorced,Bachelor,Business Owner,2946780.1,Bago,2019-01-15,yin.moe@gmail.com,959893960331,438,High,0
216,727,Business,36561613.28,13.88,24,2020-05-25,2022-05-15,Rejected,Min Kyaw,Male,1967-09-15,58,Married,PhD,Engineer,401996.45,Mawlamyine,2019-07-02,min.kyaw@gmail.com,959139121971,373,High,0
217,730,Personal,96788976.84,14.64,36,2018-08-19,2021-08-03,Approved,Yin Myint,Other,1977-03-21,48,Married,Master,Teacher,3700828.48,Myitkyina,2016-04-25,yin.myint@gmail.com,959325776352,850,Low,0
218,736,Home,19255417.56,11.53,120,2024-11-18,2034-09-27,Paid,Htun Zaw,Male,1981-09-05,44,Single,Diploma,Construction Worker,3802980.68,Pathein,2022-06-14,htun.zaw@gmail.com,959992069256,385,High,0
219,738,Home,44743015.33,10.28,12,2023-06-11,2024-06-05,Approved,Win Hlaing,Male,1986-09-22,39,Married,Diploma,Doctor,3365567.66,Bago,2019-01-10,win.hlaing@gmail.com,959213363340,576,High,0
220,755,Education,5702332.58,13.06,12,2024-05-15,2025-05-10,Rejected,Yin Hlaing,Other,2006-10-16,19,Married,Diploma,Business Owner,2992623.2,Monywa,2023-07-13,yin.hlaing@gmail.com,959353138788,361,High,0
221,762,Home,63859359.61,12.28,12,2023-10-22,2024-10-16,Approved,Kyaw Htun,Male,2002-06-01,23,Divorced,Primary,Tour Guide,3965183.37,Naypyidaw,2018-12-29,kyaw.htun@gmail.com,959197601431,587,High,0
222,764,Home,83912847.75,9.65,60,2017-10-25,2022-09-29,Rejected,Kyaw Kyaw,Male,1948-08-31,77,Single,Diploma,Farmer,4649544.89,Monywa,2017-01-31,kyaw.kyaw@gmail.com,959355417877,489,High,0
223,768,Car,61540563.04,11.71,120,2024-06-19,2034-04-28,Approved,Su Hlaing,Other,1987-10-07,38,Single,Diploma,Driver,4186947.48,Yangon,2021-05-24,su.hlaing@gmail.com,959165396823,703,Low,0
224,771,Car,76124851.14,12,120,2016-09-24,2026-08-03,Paid,Khin Moe,Female,1989-09-11,36,Divorced,Bachelor,Farmer,3542778.9,Naypyidaw,2015-07-25,khin.moe@gmail.com,959885892143,464,High,0
225,773,Personal,37103917.4,11.22,120,2025-02-25,2035-01-04,Paid,Thura Moe,Male,1961-05-31,64,Divorced,Diploma,Farmer,1140729.32,Sittwe,2022-05-14,thura.moe@gmail.com,959380720757,456,High,0
226,775,Personal,60357301.49,9.63,24,2022-02-10,2024-01-31,Approved,Hla Win,Other,1989-12-15,36,Single,Master,Driver,3280140.37,Mandalay,2021-12-20,hla.win@gmail.com,959763187466,618,Medium,0
227,778,Education,17672497.24,10.74,12,2022-11-26,2023-11-21,Rejected,Thandar Aung,Female,1950-08-14,75,Widowed,High School,Bank Employee,1149271.32,Naypyidaw,2018-11-05,thandar.aung@gmail.com,959621225071,504,High,0
228,782,Personal,98236969.19,12.52,12,2021-06-25,2022-06-20,Defaulted,Nu Hlaing,Female,1947-07-28,78,Married,Primary,Government Employee,996803.99,Taunggyi,2016-03-18,nu.hlaing@gmail.com,959217323264,329,High,1
229,789,Education,28753984.17,9.67,60,2023-04-12,2028-03-16,Paid,Nu Zaw,Female,1985-05-01,40,Divorced,Bachelor,Construction Worker,4976614.38,Taunggyi,2022-03-16,nu.zaw@gmail.com,959426751777,850,Low,0
230,795,Home,35144897.15,8.54,60,2024-12-08,2029-11-12,Approved,Yin Myint,Female,1977-10-06,48,Single,PhD,Government Employee,1211873.23,Taunggyi,2024-09-02,yin.myint@gmail.com,959780261144,383,High,0
231,796,Education,94662900.65,8.54,120,2022-07-16,2032-05-24,Defaulted,Phyu Lin,Other,1998-11-19,27,Single,Master,Government Employee,2563028.96,Myitkyina,2020-08-20,phyu.lin@gmail.com,959740682602,569,High,1
232,818,Education,42128421.58,11.8,60,2019-08-26,2024-07-30,Paid,Phyu Htun,Female,1973-12-03,52,Single,Diploma,Teacher,1951771.86,Myitkyina,2018-06-03,phyu.htun@gmail.com,959652798557,492,High,0
233,821,Education,72925482.75,11.12,60,2025-03-09,2030-02-11,Rejected,Naing Kyaw,Male,1990-02-14,35,Married,Diploma,Doctor,610481.69,Bago,2023-11-16,naing.kyaw@gmail.com,959157349753,582,High,0
234,824,Education,54054295.21,8.6,36,2023-04-05,2026-03-20,Defaulted,Hla Lin,Other,1974-06-02,51,Married,High School,Doctor,627155.88,Mandalay,2021-11-26,hla.lin@gmail.com,959202213754,300,High,1
235,826,Home,70755153.22,14.71,60,2021-08-01,2026-07-06,Approved,Htun Myint,Male,1966-01-28,59,Single,PhD,Government Employee,3406142.55,Myitkyina,2020-03-21,htun.myint@gmail.com,959486691221,719,Low,0
236,831,Education,15642248.2,11.42,36,2021-12-31,2024-12-15,Approved,Min Htun,Male,1991-05-18,34,Married,Diploma,Tour Guide,3073770.21,Taunggyi,2018-08-08,min.htun@gmail.com,959291965377,439,High,0
237,833,Home,51867879.88,13.24,12,2023-12-25,2024-12-19,Approved,Khin Kyaw,Female,1951-11-19,74,Widowed,PhD,Engineer,4247824.63,Naypyidaw,2021-12-19,khin.kyaw@gmail.com,959269044225,828,Low,0
238,834,Personal,64730806.45,12,36,2018-06-17,2021-06-01,Paid,Khin Oo,Female,2006-04-08,19,Single,Primary,Bank Employee,373826.66,Myitkyina,2016-12-23,khin.oo@gmail.com,959383897911,706,Low,0
239,840,Home,99411118.73,9.8,120,2025-02-10,2034-12-20,Paid,Yan Aung,Male,1962-10-18,63,Widowed,Bachelor,Teacher,2759776.93,Sittwe,2024-07-04,yan.aung@gmail.com,959488303699,369,High,0
240,842,Education,58276628.95,9.49,60,2021-12-21,2026-11-25,Approved,Nu Htun,Female,1990-02-21,35,Divorced,Bachelor,Farmer,2503683.41,Pathein,2021-08-04,nu.htun@gmail.com,959717765543,353,High,0
241,845,Home,22799108.2,14.56,12,2022-09-25,2023-09-20,Paid,Su Aung,Other,2002-01-14,23,Single,High School,Driver,687797.78,Pathein,2021-10-18,su.aung@gmail.com,959242207584,810,Low,0
242,846,Business,2650705.97,11.29,60,2025-03-18,2030-02-20,Approved,Min Aung,Male,1966-11-30,59,Married,Bachelor,Merchant,1593520.44,Mawlamyine,2024-03-19,min.aung@gmail.com,959438400964,659,Medium,0
